Location Name,State Code,Country,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description
Hubballi,KA,India,2022-01-11,82.5,57.8,70.7,81.3,57.8,70.6,56.9,64.5,0,0,0,,0,0,19.5,13.9,269.4,1014,20,7.5,228.3,19.7,8,10,2022-01-11 6:58:49,2022-01-11 18:15:54,0.28,Clear,Partly cloudy throughout the day.
Hubballi,KA,India,2022-01-12,80.7,55.8,68.3,80.3,55.8,68.2,55.6,66.8,0,0,0,,0,0,22.4,13.9,252.1,1013.6,15.7,7.6,239.5,20.6,9,10,2022-01-12 6:59:01,2022-01-12 18:16:29,0.31,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-01-13,77.1,55.9,66.5,77.1,55.9,66.5,56.5,72.3,0,0,0,,0,0,23,13.9,263.5,1013.4,23.7,7.3,232.8,20,8,10,2022-01-13 6:59:11,2022-01-13 18:17:05,0.34,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-01-14,77.1,56.3,67.5,77.1,56.3,67.5,56.2,70.4,0,0,0,,0,0,23.3,13.8,249.6,1013.4,26.6,6.7,219.4,18.8,8,10,2022-01-14 6:59:20,2022-01-14 18:17:40,0.38,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-01-15,80.7,57.1,69,80.4,57.1,69,56,65.8,0,0,0,,0,0,14.8,9.2,258.2,1013.8,23.3,7.4,237.1,20.5,8,10,2022-01-15 6:59:29,2022-01-15 18:18:15,0.41,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-01-16,82.5,60.7,71.8,83.5,60.7,71.9,57.9,63.6,0.012,100,12.5,rain,0,0,24.6,11.3,88,1014.5,58.1,7.2,179.7,15.5,6,10,2022-01-16 6:59:36,2022-01-16 18:18:50,0.44,Rain,Partially cloudy
Hubballi,KA,India,2022-01-17,82.5,64.5,72.9,82.5,64.5,73,59.9,65,0.004,100,4.17,rain,0,0,23.7,11.3,75.3,1016.5,40.7,7.5,171.3,14.9,6,10,2022-01-17 6:59:42,2022-01-17 18:19:25,0.48,Rain,Partially cloudy
Hubballi,KA,India,2022-01-18,86.1,59.1,72.9,84.3,59.1,72.6,56.5,59.3,0,0,0,,0,0,20.4,11.4,69.9,1016.2,25.5,7.3,238,20.7,9,10,2022-01-18 6:59:46,2022-01-18 18:19:59,0.5,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-01-19,84.1,57.6,71.6,81.9,57.6,71.3,52.5,54.3,0,0,0,,0,0,16.1,11.4,47.9,1014.5,14.4,7.6,246,21.3,9,10,2022-01-19 6:59:50,2022-01-19 18:20:34,0.54,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-01-20,86.1,53.7,71.6,83.5,53.7,71.1,53,55.6,0,0,0,,0,0,13,11.4,1.7,1012.8,2.4,7.1,246.4,21.3,9,10,2022-01-20 6:59:52,2022-01-20 18:21:07,0.58,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-01-21,87.9,61,74.3,84.6,61,73.6,54.5,55.4,0,0,0,,0,0,15.2,9.2,291.5,1012.6,2.3,7.5,246.7,21.3,9,10,2022-01-21 6:59:54,2022-01-21 18:21:41,0.62,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-01-22,82.5,55.5,70.6,82.2,55.5,70.6,60.3,72.3,0,0,0,,0,0,21,12.7,262.3,1012.3,29.2,7.3,242.3,20.8,9,10,2022-01-22 6:59:54,2022-01-22 18:22:14,0.65,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-01-23,80.7,61,70,80.9,61,70,61.3,76,0,0,0,,0,0,27.5,16.1,268.6,1012,38.5,7.4,229.1,19.8,8,10,2022-01-23 6:59:53,2022-01-23 18:22:47,0.69,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-01-24,79.4,61.1,68.2,79.4,61.1,68.2,55,65.2,0,0,0,,0,0,15.2,9.6,270.3,1012.1,30.7,7.3,251.9,21.8,9,10,2022-01-24 6:59:50,2022-01-24 18:23:20,0.72,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-01-25,77.2,48.3,66,77.2,48.3,66,52.4,64.8,0,0,0,,0,0,16.1,9.2,252,1011.9,6.3,6.9,249.2,21.6,9,10,2022-01-25 6:59:47,2022-01-25 18:23:52,0.75,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-01-26,80.7,53.2,69.3,80.1,53.2,69.3,54.1,61.8,0,0,0,,0,0,15.2,9.2,18.8,1012.3,17,7.5,246.7,21.1,9,10,2022-01-26 6:59:42,2022-01-26 18:24:23,0.79,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-01-27,80.7,60.9,71.4,81.5,60.9,71.5,57.7,63.1,0,0,0,,0,0,20.1,13.8,56,1012.5,34.7,7.2,204,17.6,8,10,2022-01-27 6:59:37,2022-01-27 18:24:54,0.83,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-01-28,80.7,62.7,72,81.2,62.7,72,54.7,55.8,0,0,0,,0,0,28.4,11.4,84,1014.2,15.4,6.9,211.9,18.2,7,10,2022-01-28 6:59:30,2022-01-28 18:25:25,0.86,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-01-29,84.3,59.1,71.9,82.8,59.1,71.6,51.2,49.9,0,0,0,,0,0,23.7,13.9,66.3,1015.2,5.7,7.3,255.2,22,9,10,2022-01-29 6:59:22,2022-01-29 18:25:55,0.9,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-01-30,86.1,58.3,74,83.3,58.3,73.4,50.9,46.6,0,0,0,,0,0,17.7,9.2,60.6,1014,5,7.7,249.2,21.5,9,10,2022-01-30 6:59:12,2022-01-30 18:26:25,0.93,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-01-31,89.7,59.9,74.5,87.9,59.9,74.1,54.6,52.9,0,0,0,,0,0,14.5,9.2,44.7,1012.8,1.6,7.9,257.3,22.1,9,10,2022-01-31 6:59:02,2022-01-31 18:26:54,0.97,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-01,89.7,59.1,74.5,86.8,59.1,73.8,52.8,50.6,0,0,0,,0,0,13.6,6.9,41.8,1012.1,1.9,7.8,260.3,22.5,9,10,2022-02-01 6:58:51,2022-02-01 18:27:23,0,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-02,87.9,61.3,76.2,85.2,61.3,75.4,52.7,46.9,0,0,0,,0,0,13.4,9.2,267.1,1012.6,1.5,7.6,259.9,22.4,9,10,2022-02-02 6:58:38,2022-02-02 18:27:51,0.03,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-03,86.1,57.3,72.8,84,57.3,72.4,56.1,59.6,0,0,0,,0,0,21.7,13.9,268.3,1012.7,1.5,7.6,258.7,22.4,9,10,2022-02-03 6:58:24,2022-02-03 18:28:19,0.07,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-04,84.3,60.4,71.2,83.2,60.4,71.1,59.2,69.2,0,0,0,,0,0,16.8,10.3,271.2,1011.9,15.1,7.2,262.2,22.6,9,10,2022-02-04 6:58:09,2022-02-04 18:28:46,0.1,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-05,86.1,51.9,71.2,83.5,51.9,70.8,56.1,64.4,0,0,0,,0,0,17,9.2,257.1,1012.1,2.1,7.4,262.3,22.7,9,10,2022-02-05 6:57:54,2022-02-05 18:29:13,0.13,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-06,87.9,57.3,72.9,86.7,57.3,72.6,58,64,0,0,0,,0,0,22.6,11.4,229,1013.7,24.3,8.3,257.9,22.4,9,10,2022-02-06 6:57:37,2022-02-06 18:29:39,0.16,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-02-07,86.1,62.3,74.4,85.5,62.3,74,59.5,64.9,0,0,0,,0,0,13.2,9.2,233.1,1014.6,16.4,7.7,247.8,21.3,9,10,2022-02-07 6:57:19,2022-02-07 18:30:04,0.19,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-08,87.9,57.3,75.4,85.8,57.3,74.9,58.8,60.8,0,0,0,,0,0,11.9,10.3,255.8,1013.3,18.8,7.9,252.7,21.9,9,10,2022-02-08 6:56:59,2022-02-08 18:30:29,0.25,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-09,86.1,63.4,74.7,84.6,63.4,74.3,57.7,59.6,0,0,0,,0,0,17.7,11.4,3.3,1013.1,26.2,7.5,261.3,22.6,9,10,2022-02-09 6:56:39,2022-02-09 18:30:53,0.26,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-02-10,84.3,57.3,74.3,82.9,57.3,73.9,54.9,53.7,0,0,0,,0,0,17.9,6.9,79.8,1012.7,31.6,7.8,258.6,22.6,9,10,2022-02-10 6:56:18,2022-02-10 18:31:17,0.29,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-02-11,86.1,64.5,75.6,83.7,64.5,74.8,51.4,45.9,0,0,0,,0,0,26.6,11.4,82.9,1012.6,15.2,7.4,269.3,23.4,9,10,2022-02-11 6:55:56,2022-02-11 18:31:40,0.32,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-12,86.1,60.9,74.8,83.9,60.9,74.3,52.4,47.3,0,0,0,,0,0,24.4,10.3,66.7,1013,13.5,8.6,268.7,23.1,9,10,2022-02-12 6:55:33,2022-02-12 18:32:03,0.36,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-13,86.1,62.9,75.3,83.7,62.9,74.7,52,45.8,0,0,0,,0,0,21.9,10.3,81.1,1011.2,13,7.4,268.6,23.2,9,10,2022-02-13 6:55:09,2022-02-13 18:32:25,0.39,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-14,86.1,64,75.5,84,64,74.9,52.6,46.9,0,0,0,,0,0,18.8,9,121.7,1011.1,22.9,7.6,269.7,23.3,9,10,2022-02-14 6:54:44,2022-02-14 18:32:46,0.42,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-02-15,86.1,65,76.9,83.7,65,76.2,53.3,46.3,0,0,0,,0,0,18.3,10.3,190.9,1010.9,39,8.1,206.4,17.7,8,10,2022-02-15 6:54:18,2022-02-15 18:33:07,0.45,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-02-16,86.1,62.6,75.7,83.1,62.6,75,52.1,47.3,0,0,0,,0,0,12.5,13.8,22.5,1009.7,30.4,7.6,234.2,20.3,9,10,2022-02-16 6:53:51,2022-02-16 18:33:28,0.5,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-02-17,86.1,59.1,74.8,83.3,59.1,74.1,50.7,45.4,0,0,0,,0,0,17.9,10.3,23.1,1008.6,41.2,7.6,214.3,18.6,8,10,2022-02-17 6:53:23,2022-02-17 18:33:47,0.52,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-02-18,87.9,65.3,77.1,85.5,65.3,76.5,53.7,45.9,0,0,0,,0,0,21.7,9.2,137.7,1009.9,29.9,7.5,220.9,19.2,8,10,2022-02-18 6:52:54,2022-02-18 18:34:07,0.56,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-02-19,89.7,60.9,76.6,87.4,60.9,76,53.5,47.4,0,0,0,,0,0,22.8,9.2,104,1012.6,14.1,7.5,275.8,23.8,9,10,2022-02-19 6:52:25,2022-02-19 18:34:25,0.59,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-20,91.5,63,78,89.2,63,77.4,54,45.3,0,0,0,,0,0,15.9,12.8,249,1012.3,22.4,7.4,276.3,23.8,10,10,2022-02-20 6:51:55,2022-02-20 18:34:43,0.63,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-02-21,91.5,64,77.4,87.8,64,76.4,50.6,42.6,0,0,0,,0,0,13.6,10.3,295.1,1011.3,9.1,7.7,280,24.1,10,10,2022-02-21 6:51:24,2022-02-21 18:35:01,0.66,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-22,91.5,55.5,76.8,88.5,55.5,75.9,51.6,45,0,0,0,,0,0,13.2,8,36,1012.3,9.2,7.5,278.5,24,10,10,2022-02-22 6:50:52,2022-02-22 18:35:18,0.7,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-23,91.5,67,79.5,88.5,67,78.7,54.2,43.6,0,0,0,,0,0,24.8,10.3,109.3,1014,13.8,8.1,276.5,23.9,9,10,2022-02-23 6:50:19,2022-02-23 18:35:35,0.73,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-24,91.5,64.5,78.2,88.2,64.5,77.3,52.1,43,0,0,0,,0,0,20.1,10.3,99.5,1015.4,22.6,7.7,282.8,24.7,10,10,2022-02-24 6:49:46,2022-02-24 18:35:51,0.75,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-02-25,93.3,63.6,78.6,89.4,63.6,77.3,44.9,33.1,0,0,0,,0,0,18.1,8.1,114.1,1014.6,24.1,7.7,289.7,24.9,10,10,2022-02-25 6:49:12,2022-02-25 18:36:07,0.81,Partially cloudy,Becoming cloudy in the afternoon.
Hubballi,KA,India,2022-02-26,93.3,57.3,77.3,89.1,57.3,76.2,43.7,33.1,0,0,0,,0,0,22.6,9.2,95.3,1014.8,10.4,6.5,295.4,25.6,10,10,2022-02-26 6:48:37,2022-02-26 18:36:22,0.84,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-27,91.5,63.8,78.7,88.9,63.8,77.7,46.4,33.9,0,0,0,,0,0,20.6,8.6,102,1014.4,14,8.1,290.6,25,10,10,2022-02-27 6:48:01,2022-02-27 18:36:37,0.88,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-02-28,91.5,65,78.1,89.2,65,77.3,48.6,37.2,0,0,0,,0,0,20.8,9.2,92.2,1014.2,17.2,7.1,290.4,24.9,10,10,2022-02-28 6:47:25,2022-02-28 18:36:51,0.91,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-03-01,93.3,63.4,78.9,90.9,63.4,78,49.6,38.1,0,0,0,,0,0,18.1,8,104.9,1014,19.8,7.7,286.8,24.6,10,10,2022-03-01 6:46:49,2022-03-01 18:37:05,0.95,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-03-02,91.5,65.4,80,87.9,65.4,78.5,43.7,29.9,0,0,0,,0,0,22.6,11.3,97.7,1013.6,31.3,7.5,289.7,25,10,10,2022-03-02 6:46:11,2022-03-02 18:37:18,0,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-03,91.5,64.8,79.6,87.4,64.8,78.1,40.5,26.6,0,0,0,,0,0,28.9,16.1,102.4,1013.4,15.4,7.8,295.1,25.5,10,10,2022-03-03 6:45:34,2022-03-03 18:37:31,0.02,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-03-04,93.3,67.2,80.4,88.9,67.2,78.6,41.9,28.3,0,0,0,,0,0,23.7,13.8,101.5,1014,25.4,7.2,293.3,25.4,10,10,2022-03-04 6:44:55,2022-03-04 18:37:44,0.05,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-05,93.3,68.1,80.8,89.3,68.1,79.2,44.8,30.2,0,0,0,,0,0,22.4,11.4,96.6,1012.9,37.4,7.8,291,25.3,10,10,2022-03-05 6:44:16,2022-03-05 18:37:56,0.08,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-06,91.5,65.7,79.8,89.2,65.7,78.7,50.3,37.8,0,0,0,,0,0,23.5,12.7,95.6,1012.1,35.8,7.7,274.1,23.8,10,10,2022-03-06 6:43:37,2022-03-06 18:38:08,0.11,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-07,91.5,68.5,80.5,88.7,68.5,79.4,51.5,38.5,0,0,0,,0,0,27.5,13.8,103.3,1012.2,20.5,7.8,276.2,23.9,10,10,2022-03-07 6:42:57,2022-03-07 18:38:19,0.15,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-08,91.5,69.4,81.9,91.4,69.4,81.5,57.2,44.3,0,0,0,,0,0,22.1,11.4,107,1012.1,35.7,7.6,228.7,19.6,8,10,2022-03-08 6:42:17,2022-03-08 18:38:30,0.18,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-09,93.3,59.1,81.3,91,59.1,80.6,57.5,48.5,0,0,0,,0,0,19.7,11.4,133.2,1011.7,38,7.3,246.9,21.5,9,10,2022-03-09 6:41:36,2022-03-09 18:38:41,0.21,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-10,93.3,68.5,81.4,91.4,68.5,80.9,57.8,47,0,0,0,,0,0,17.7,11.4,104,1011.5,37.6,7.7,254.7,22,10,10,2022-03-10 6:40:55,2022-03-10 18:38:52,0.25,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-11,91.5,67.8,81.4,90.8,67.8,80.8,57.7,47.5,0,0,0,,0,0,18.6,10.2,80.1,1011.2,32.6,7.2,243.7,21,9,10,2022-03-11 6:40:13,2022-03-11 18:39:02,0.27,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-12,91.5,71,81.8,89.2,71,80.9,54.2,39.9,0,0,0,,0,0,19,10.6,51.5,1011.2,41.2,7.2,275.9,23.9,10,10,2022-03-12 6:39:31,2022-03-12 18:39:12,0.31,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-13,95.1,67.6,82.5,92.3,67.6,81.3,53.1,38.2,0,0,0,,0,0,22.1,11.4,84.8,1011.3,20.6,7.7,283.3,24.4,10,10,2022-03-13 6:38:49,2022-03-13 18:39:22,0.34,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-14,95.1,70.8,82.6,92.8,70.8,81.5,52.9,37.6,0,0,0,,0,0,19.2,11.4,80.9,1011.8,18,7.7,292.2,25.2,10,10,2022-03-14 6:38:07,2022-03-14 18:39:31,0.37,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-03-15,95.1,64.9,82.9,91.2,64.9,81.1,48.1,33.1,0,0,0,,0,0,17.9,12.7,67.1,1010.6,9.4,7.8,306.4,26.4,10,10,2022-03-15 6:37:24,2022-03-15 18:39:40,0.4,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-03-16,96.9,67.5,83.2,92.9,67.5,81.8,55,46.4,0,0,0,,0,0,19.9,11.3,82,1009.8,19.5,7.2,302.5,26.2,10,10,2022-03-16 6:36:41,2022-03-16 18:39:49,0.43,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2022-03-17,96.9,69.1,82.8,94.7,69.1,82.9,61.9,56.2,0,0,0,,0,0,17.2,13.8,232.4,1009.1,41.4,7.3,289.5,25.1,10,10,2022-03-17 6:35:58,2022-03-17 18:39:58,0.47,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-18,96.9,68.2,79.9,97.7,68.2,80.7,67.3,68.7,0,0,0,,0,0,21,12.7,244.5,1008.9,44,7,263.4,22.8,9,10,2022-03-18 6:35:14,2022-03-18 18:40:07,0.5,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-19,87.9,71.1,78.1,92.9,71.1,79.7,69.4,75.4,0.116,100,8.33,rain,0,0,22.4,14.8,245.2,1009,60.8,6.8,175.8,15.2,7,10,2022-03-19 6:34:31,2022-03-19 18:40:15,0.53,Rain,Partially cloudy
Hubballi,KA,India,2022-03-20,89.7,70.6,78.3,92.4,70.6,79.5,68.2,72.6,0.008,100,4.17,rain,0,0,27.5,12.8,250.2,1009.4,56.2,7.7,209.7,18,7,10,2022-03-20 6:33:47,2022-03-20 18:40:24,0.57,Rain,Partially cloudy
Hubballi,KA,India,2022-03-21,95.1,71.7,81.2,94.6,71.7,81.7,67.1,67.2,0.004,100,4.17,rain,0,0,18.8,13.9,262,1009.4,43.3,7.3,231.8,20,10,10,2022-03-21 6:33:03,2022-03-21 18:40:32,0.61,Rain,Partially cloudy
Hubballi,KA,India,2022-03-22,93.2,70.6,80,95.6,70.6,81.4,67.5,68.2,0.396,100,4.17,rain,0,0,17.4,12.6,251.7,1009.5,61.3,7.4,238,20.7,8,10,2022-03-22 6:32:19,2022-03-22 18:40:40,0.64,Rain,Partially cloudy
Hubballi,KA,India,2022-03-23,95.1,70.8,82.2,98.6,70.8,83.8,66.8,62.6,0.004,100,4.17,rain,0,0,18.1,13.8,245.9,1008.9,58.8,7.4,227.8,19.8,9,10,2022-03-23 6:31:35,2022-03-23 18:40:48,0.68,Rain,Partially cloudy
Hubballi,KA,India,2022-03-24,89.7,68.1,79.7,95,68.1,81.6,69.8,73.1,0.028,100,4.17,rain,0,0,21.9,13.8,256.6,1009.3,77.5,7.6,216.4,18.8,9,10,2022-03-24 6:30:51,2022-03-24 18:40:56,0.71,Rain,Partially cloudy
Hubballi,KA,India,2022-03-25,91.5,70.1,80.3,95.7,70.1,81.8,68.9,70.4,0.01,100,4.17,rain,0,0,21.5,12.8,266.1,1010.4,73.6,7.4,244.2,21.2,9,30,2022-03-25 6:30:07,2022-03-25 18:41:04,0.75,Rain,Partially cloudy
Hubballi,KA,India,2022-03-26,95,71.2,80.8,101.4,71.2,82.5,69.1,70,0,0,0,,0,0,19.7,12.8,259.9,1012,48.1,6.7,252.9,21.9,9,30,2022-03-26 6:29:23,2022-03-26 18:41:12,0.79,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-27,95.1,71,81.2,100,71,82.9,68.3,67.6,0.046,100,4.17,rain,0,0,14.5,15,249.3,1012.5,55.9,6.8,251.4,21.6,10,10,2022-03-27 6:28:39,2022-03-27 18:41:20,0.82,Rain,Partially cloudy
Hubballi,KA,India,2022-03-28,96.9,72.8,82,100.7,72.8,84.1,69.3,68.3,0,0,0,,0,0,14.8,15,274.9,1011.7,54.1,6.9,233.9,20.3,9,30,2022-03-28 6:27:55,2022-03-28 18:41:28,0.86,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-29,98.7,72.3,84.2,102.9,72.3,86.6,69.8,67.3,0,0,0,,0,0,20.8,15,273.9,1010.6,38,7.5,265,22.8,9,60,2022-03-29 6:27:11,2022-03-29 18:41:35,0.89,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-30,100.5,72.3,84.5,96.7,72.3,85,65.6,62,0,0,0,,0,0,21.5,13.9,261.2,1010.5,30.6,7.4,285.5,24.7,10,15,2022-03-30 6:26:28,2022-03-30 18:41:43,0.93,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-03-31,100.5,71.9,84.1,97.1,71.9,85.1,65.8,63.2,0,0,0,,0,0,22.4,16.1,273,1010.8,28.4,7.5,289.5,25,10,10,2022-03-31 6:25:44,2022-03-31 18:41:51,0.96,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-04-01,100.4,69.6,83.4,97.3,69.6,83.6,63.4,60.8,0,0,0,,0,0,23.7,15,273.4,1010.8,25,6.9,299.6,25.8,10,10,2022-04-01 6:25:00,2022-04-01 18:41:59,0,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-04-02,95.1,70,81.9,98.5,70,83,67.6,66.5,0,0,0,,0,0,24.4,16.1,255.7,1011.1,31.5,7.7,281.4,24.3,10,10,2022-04-02 6:24:17,2022-04-02 18:42:07,0.03,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-04-03,96.9,70.4,82.5,100.7,70.4,83.5,65.6,60.1,0,0,0,,0,0,17.2,13.9,250.1,1011.1,22.3,7.4,281.6,24.3,10,10,2022-04-03 6:23:34,2022-04-03 18:42:15,0.06,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-04-04,96.9,69.9,83.4,98.4,69.9,84.3,65.4,59,0.006,100,4.17,rain,0,0,16.1,11.4,247.9,1011.6,21.9,7.6,277.8,24.1,10,30,2022-04-04 6:22:51,2022-04-04 18:42:23,0.1,Rain,Partially cloudy
Hubballi,KA,India,2022-04-05,95,71.7,81.2,98.5,71.7,82.5,68.8,68.7,0.062,100,4.17,rain,0,0,21.9,16.1,261.9,1012.8,50,7.4,253.3,21.9,10,10,2022-04-05 6:22:08,2022-04-05 18:42:31,0.13,Rain,Partially cloudy
Hubballi,KA,India,2022-04-06,93.3,71.7,82,96.5,71.7,84.2,68.9,66.9,0,0,0,rain,0,0,18.3,11.4,259.7,1013.6,37.4,7.4,265.9,23.1,10,10,2022-04-06 6:21:25,2022-04-06 18:42:40,0.16,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-04-07,96.9,71.7,82.9,102.2,71.7,84.6,68.3,64.9,0,0,0,,0,0,14.3,18.3,261.2,1012.2,42.3,6.9,260.1,22.7,10,10,2022-04-07 6:20:43,2022-04-07 18:42:48,0.19,Partially cloudy,Becoming cloudy in the afternoon.
Hubballi,KA,India,2022-04-08,91.6,71.7,81.9,95,71.7,84.4,69.4,67.8,0.038,100,4.17,rain,0,0,19,12.7,256.6,1011.5,36.7,7.3,261.7,22.6,10,30,2022-04-08 6:20:01,2022-04-08 18:42:57,0.23,Rain,Partially cloudy
Hubballi,KA,India,2022-04-09,89.8,72.6,81.1,95.7,72.6,83.4,70.7,72.2,0,0,0,,0,0,19.5,11.4,251.1,1010.8,41.7,7.4,253.7,22,10,60,2022-04-09 6:19:19,2022-04-09 18:43:06,0.25,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-04-10,89.7,71.7,79,96.6,71.7,81.1,69.9,74.9,0.012,100,4.17,rain,0,0,19,14.9,250.1,1011,61.8,6.4,252.1,21.8,10,60,2022-04-10 6:18:38,2022-04-10 18:43:14,0.29,Rain,Partially cloudy
Hubballi,KA,India,2022-04-11,96.9,71.4,83.1,97.5,71.4,85.2,67.8,63.5,0.252,100,4.17,rain,0,0,14.8,8.1,242.6,1009.6,46.8,7.1,269.3,23.3,10,30,2022-04-11 6:17:57,2022-04-11 18:43:24,0.32,Rain,Partially cloudy
Hubballi,KA,India,2022-04-12,96.9,74.3,85.3,100.7,74.3,87.8,69.1,63.5,0,0,0,,0,0,16.1,8.1,248.5,1008.3,54,7.4,235.5,20.4,9,30,2022-04-12 6:17:17,2022-04-12 18:43:33,0.35,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-04-13,98.7,73.8,85.1,99.5,73.8,86.8,68.8,64.2,0,0,0,,0,0,17.4,10.3,0.3,1007.9,52.8,6.3,274.4,23.7,10,60,2022-04-13 6:16:37,2022-04-13 18:43:42,0.39,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2022-04-14,88,73.5,80.1,96.1,73.5,83,72.1,77.4,0.016,100,8.33,rain,0,0,19.9,13.9,262.2,1009,74.7,5.9,199.5,17.2,8,60,2022-04-14 6:15:57,2022-04-14 18:43:52,0.42,Rain,Partially cloudy
Hubballi,KA,India,2022-04-15,87.9,73.4,79,92.9,73.4,81.3,71.2,77.9,0.07,100,4.17,rain,0,0,17,10.3,256.8,1009.9,86.1,5.4,159.1,13.6,7,10,2022-04-15 6:15:18,2022-04-15 18:44:02,0.45,Rain,Partially cloudy
